MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date
Verkehrsunfälle,insgesamt,2003,200304,3106.0,3142.0,1.5,-1.15,3362.0,2003-04-01
Verkehrsunfälle,insgesamt,2003,200305,3255.0,3731.0,4.8,-12.76,3322.0,2003-05-01
Verkehrsunfälle,insgesamt,2003,200306,3139.0,3586.0,-3.56,-12.47,3285.0,2003-06-01
Verkehrsunfälle,insgesamt,2003,200307,3321.0,3960.0,5.8,-16.14,3231.0,2003-07-01
Verkehrsunfälle,insgesamt,2003,200308,2837.0,3007.0,-14.57,-5.65,3217.0,2003-08-01
Verkehrsunfälle,insgesamt,2003,200309,3393.0,3436.0,19.6,-1.25,3214.0,2003-09-01
Verkehrsunfälle,insgesamt,2003,200310,3631.0,3859.0,7.01,-5.91,3195.0,2003-10-01
Verkehrsunfälle,insgesamt,2003,200311,3325.0,3529.0,-8.43,-5.78,3178.0,2003-11-01
Verkehrsunfälle,insgesamt,2003,200312,3527.0,3023.0,6.08,16.67,3220.0,2003-12-01
Verkehrsunfälle,insgesamt,2004,200401,2969.0,3073.0,-15.82,-3.38,3211.0,2004-01-01
Verkehrsunfälle,insgesamt,2004,200402,2728.0,2968.0,-8.12,-8.09,3191.0,2004-02-01
Verkehrsunfälle,insgesamt,2004,200403,3271.0,3060.0,19.9,6.9,3209.0,2004-03-01
Verkehrsunfälle,insgesamt,2004,200404,3183.0,3106.0,-2.69,2.48,3215.0,2004-04-01
Verkehrsunfälle,insgesamt,2004,200405,3378.0,3255.0,6.13,3.78,3225.0,2004-05-01
Verkehrsunfälle,insgesamt,2004,200406,3229.0,3139.0,-4.41,2.87,3233.0,2004-06-01
Verkehrsunfälle,insgesamt,2004,200407,3760.0,3321.0,16.44,13.22,3269.0,2004-07-01
Verkehrsunfälle,insgesamt,2004,200408,2926.0,2837.0,-22.18,3.14,3277.0,2004-08-01
Verkehrsunfälle,insgesamt,2004,200409,3663.0,3393.0,25.19,7.96,3299.0,2004-09-01
Verkehrsunfälle,insgesamt,2004,200410,3716.0,3631.0,1.45,2.34,3306.0,2004-10-01
Verkehrsunfälle,insgesamt,2004,200411,3449.0,3325.0,-7.19,3.73,3317.0,2004-11-01
Verkehrsunfälle,insgesamt,2004,200412,3792.0,3527.0,9.94,7.51,3339.0,2004-12-01
Verkehrsunfälle,insgesamt,2005,200501,2788.0,2969.0,-26.48,-6.1,3324.0,2005-01-01
Verkehrsunfälle,insgesamt,2005,200502,3461.0,2728.0,24.14,26.87,3385.0,2005-02-01
Verkehrsunfälle,insgesamt,2005,200503,3560.0,3271.0,2.86,8.84,3409.0,2005-03-01
Verkehrsunfälle,insgesamt,2005,200504,3320.0,3183.0,-6.74,4.3,3420.0,2005-04-01
Verkehrsunfälle,insgesamt,2005,200505,3321.0,3378.0,0.03,-1.69,3415.0,2005-05-01
Verkehrsunfälle,insgesamt,2005,200506,3499.0,3229.0,5.36,8.36,3438.0,2005-06-01
Verkehrsunfälle,insgesamt,2005,200507,3631.0,3760.0,3.77,-3.43,3427.0,2005-07-01
Verkehrsunfälle,insgesamt,2005,200508,2965.0,2926.0,-18.34,1.33,3430.0,2005-08-01
Verkehrsunfälle,insgesamt,2005,200509,3921.0,3663.0,32.24,7.04,3452.0,2005-09-01
Verkehrsunfälle,insgesamt,2005,200510,3503.0,3716.0,-10.66,-5.73,3434.0,2005-10-01
Verkehrsunfälle,insgesamt,2005,200511,3205.0,3449.0,-8.51,-7.07,3414.0,2005-11-01
Verkehrsunfälle,insgesamt,2005,200512,3549.0,3792.0,10.73,-6.41,3394.0,2005-12-01
Verkehrsunfälle,insgesamt,2006,200601,2893.0,2788.0,-18.48,3.77,3402.0,2006-01-01
Verkehrsunfälle,insgesamt,2006,200602,2901.0,3461.0,0.28,-16.18,3356.0,2006-02-01
Verkehrsunfälle,insgesamt,2006,200603,4165.0,3560.0,43.57,16.99,3406.0,2006-03-01
Verkehrsunfälle,insgesamt,2006,200604,2874.0,3320.0,-31.0,-13.43,3369.0,2006-04-01
Verkehrsunfälle,insgesamt,2006,200605,3032.0,3321.0,5.5,-8.7,3345.0,2006-05-01
Verkehrsunfälle,insgesamt,2006,200606,2853.0,3499.0,-5.9,-18.46,3291.0,2006-06-01
Verkehrsunfälle,insgesamt,2006,200607,3611.0,3631.0,26.57,-0.55,3289.0,2006-07-01
Verkehrsunfälle,insgesamt,2006,200608,2993.0,2965.0,-17.11,0.94,3292.0,2006-08-01
Verkehrsunfälle,insgesamt,2006,200609,3233.0,3921.0,8.02,-17.55,3234.0,2006-09-01
Verkehrsunfälle,insgesamt,2006,200610,3286.0,3503.0,1.64,-6.19,3216.0,2006-10-01
Verkehrsunfälle,insgesamt,2006,200611,3073.0,3205.0,-6.48,-4.12,3205.0,2006-11-01
Verkehrsunfälle,insgesamt,2006,200612,3419.0,3549.0,11.26,-3.66,3194.0,2006-12-01
Verkehrsunfälle,insgesamt,2007,200701,2735.0,2893.0,-20.01,-5.46,3181.0,2007-01-01
Verkehrsunfälle,insgesamt,2007,200702,2643.0,2901.0,-3.36,-8.89,3160.0,2007-02-01
Verkehrsunfälle,insgesamt,2007,200703,2836.0,4165.0,7.3,-31.91,3049.0,2007-03-01
Verkehrsunfälle,insgesamt,2007,200704,3292.0,2874.0,16.08,14.54,3084.0,2007-04-01
Verkehrsunfälle,insgesamt,2007,200705,3529.0,3032.0,7.2,16.39,3125.0,2007-05-01
Verkehrsunfälle,insgesamt,2007,200706,3225.0,2853.0,-8.61,13.04,3156.0,2007-06-01
Verkehrsunfälle,insgesamt,2007,200707,3622.0,3611.0,12.31,0.3,3157.0,2007-07-01
Verkehrsunfälle,insgesamt,2007,200708,2943.0,2993.0,-18.75,-1.67,3153.0,2007-08-01
Verkehrsunfälle,insgesamt,2007,200709,3414.0,3233.0,16.0,5.6,3168.0,2007-09-01
Verkehrsunfälle,insgesamt,2007,200710,3695.0,3286.0,8.23,12.45,3202.0,2007-10-01
Verkehrsunfälle,insgesamt,2007,200711,3444.0,3073.0,-6.79,12.07,3233.0,2007-11-01
Verkehrsunfälle,insgesamt,2007,200712,3184.0,3419.0,-7.55,-6.87,3214.0,2007-12-01
Verkehrsunfälle,insgesamt,2008,200801,2945.0,2735.0,-7.51,7.68,3231.0,2008-01-01
Verkehrsunfälle,insgesamt,2008,200802,3171.0,2643.0,7.67,19.98,3275.0,2008-02-01
Verkehrsunfälle,insgesamt,2008,200803,2910.0,2836.0,-8.23,2.61,3281.0,2008-03-01
Verkehrsunfälle,insgesamt,2008,200804,3339.0,3292.0,14.74,1.43,3285.0,2008-04-01
Verkehrsunfälle,insgesamt,2008,200805,3428.0,3529.0,2.67,-2.86,3277.0,2008-05-01
Verkehrsunfälle,insgesamt,2008,200806,3374.0,3225.0,-1.58,4.62,3289.0,2008-06-01
Verkehrsunfälle,insgesamt,2008,200807,3500.0,3622.0,3.73,-3.37,3279.0,2008-07-01
Verkehrsunfälle,insgesamt,2008,200808,2870.0,2943.0,-18.0,-2.48,3273.0,2008-08-01
Verkehrsunfälle,insgesamt,2008,200809,3271.0,3414.0,13.97,-4.19,3261.0,2008-09-01
Verkehrsunfälle,insgesamt,2008,200810,3683.0,3695.0,12.6,-0.32,3260.0,2008-10-01
Verkehrsunfälle,insgesamt,2008,200811,2983.0,3444.0,-19.01,-13.39,3222.0,2008-11-01
Verkehrsunfälle,insgesamt,2008,200812,2888.0,3184.0,-3.18,-9.3,3197.0,2008-12-01
Verkehrsunfälle,insgesamt,2009,200901,2482.0,2945.0,-14.06,-15.72,3158.0,2009-01-01
Verkehrsunfälle,insgesamt,2009,200902,3480.0,3171.0,40.21,9.74,3184.0,2009-02-01
Verkehrsunfälle,insgesamt,2009,200903,2744.0,2910.0,-21.15,-5.7,3170.0,2009-03-01
Verkehrsunfälle,insgesamt,2009,200904,2953.0,3339.0,7.62,-11.56,3138.0,2009-04-01
Verkehrsunfälle,insgesamt,2009,200905,3240.0,3428.0,9.72,-5.48,3122.0,2009-05-01
Verkehrsunfälle,insgesamt,2009,200906,2876.0,3374.0,-11.23,-14.76,3081.0,2009-06-01
Verkehrsunfälle,insgesamt,2009,200907,3622.0,3500.0,25.94,3.49,3091.0,2009-07-01
Verkehrsunfälle,insgesamt,2009,200908,2749.0,2870.0,-24.1,-4.22,3081.0,2009-08-01
Verkehrsunfälle,insgesamt,2009,200909,3252.0,3271.0,18.3,-0.58,3079.0,2009-09-01
Verkehrsunfälle,insgesamt,2009,200910,3567.0,3683.0,9.69,-3.15,3070.0,2009-10-01
Verkehrsunfälle,insgesamt,2009,200911,3294.0,2983.0,-7.65,10.43,3096.0,2009-11-01
Verkehrsunfälle,insgesamt,2009,200912,3202.0,2888.0,-2.79,10.87,3122.0,2009-12-01
Verkehrsunfälle,insgesamt,2010,201001,2346.0,2482.0,-26.73,-5.48,3110.0,2010-01-01
Verkehrsunfälle,insgesamt,2010,201002,2539.0,3480.0,8.23,-27.04,3032.0,2010-02-01
Verkehrsunfälle,insgesamt,2010,201003,3309.0,2744.0,30.33,20.59,3079.0,2010-03-01
Verkehrsunfälle,insgesamt,2010,201004,3202.0,2953.0,-3.23,8.43,3100.0,2010-04-01
Verkehrsunfälle,insgesamt,2010,201005,2974.0,3240.0,-7.12,-8.21,3078.0,2010-05-01
Verkehrsunfälle,insgesamt,2010,201006,3193.0,2876.0,7.36,11.02,3104.0,2010-06-01
Verkehrsunfälle,insgesamt,2010,201007,3712.0,3622.0,16.25,2.48,3112.0,2010-07-01
Verkehrsunfälle,insgesamt,2010,201008,2843.0,2749.0,-23.41,3.42,3119.0,2010-08-01
Verkehrsunfälle,insgesamt,2010,201009,3524.0,3252.0,23.95,8.36,3142.0,2010-09-01
Verkehrsunfälle,insgesamt,2010,201010,3500.0,3567.0,-0.68,-1.88,3137.0,2010-10-01
Verkehrsunfälle,insgesamt,2010,201011,3329.0,3294.0,-4.89,1.06,3139.0,2010-11-01
Verkehrsunfälle,insgesamt,2010,201012,3413.0,3202.0,2.52,6.59,3157.0,2010-12-01
Verkehrsunfälle,insgesamt,2011,201101,2775.0,2346.0,-18.69,18.29,3193.0,2011-01-01
Verkehrsunfälle,insgesamt,2011,201102,2903.0,2539.0,4.61,14.34,3223.0,2011-02-01
Verkehrsunfälle,insgesamt,2011,201103,3523.0,3309.0,21.36,6.47,3241.0,2011-03-01
Verkehrsunfälle,insgesamt,2011,201104,3529.0,3202.0,0.17,10.21,3268.0,2011-04-01
Verkehrsunfälle,insgesamt,2011,201105,4143.0,2974.0,17.4,39.31,3366.0,2011-05-01
Verkehrsunfälle,insgesamt,2011,201106,3212.0,3193.0,-22.47,0.6,3367.0,2011-06-01
Verkehrsunfälle,insgesamt,2011,201107,4074.0,3712.0,26.84,9.75,3397.0,2011-07-01
Verkehrsunfälle,insgesamt,2011,201108,3322.0,2843.0,-18.46,16.85,3437.0,2011-08-01
Verkehrsunfälle,insgesamt,2011,201109,3730.0,3524.0,12.28,5.85,3454.0,2011-09-01
Verkehrsunfälle,insgesamt,2011,201110,3830.0,3500.0,2.68,9.43,3482.0,2011-10-01
Verkehrsunfälle,insgesamt,2011,201111,3567.0,3329.0,-6.87,7.15,3502.0,2011-11-01
Verkehrsunfälle,insgesamt,2011,201112,3506.0,3413.0,-1.71,2.72,3510.0,2011-12-01
Verkehrsunfälle,insgesamt,2012,201201,3176.0,2775.0,-9.41,14.45,3543.0,2012-01-01
Verkehrsunfälle,insgesamt,2012,201202,3102.0,2903.0,-2.33,6.85,3560.0,2012-02-01
Verkehrsunfälle,insgesamt,2012,201203,3739.0,3523.0,20.54,6.13,3578.0,2012-03-01
Verkehrsunfälle,insgesamt,2012,201204,3667.0,3529.0,-1.93,3.91,3589.0,2012-04-01
Verkehrsunfälle,insgesamt,2012,201205,4114.0,4143.0,12.19,-0.7,3587.0,2012-05-01
Verkehrsunfälle,insgesamt,2012,201206,4018.0,3212.0,-2.33,25.09,3654.0,2012-06-01
Verkehrsunfälle,insgesamt,2012,201207,4281.0,4074.0,6.55,5.08,3671.0,2012-07-01
Verkehrsunfälle,insgesamt,2012,201208,3452.0,3322.0,-19.36,3.91,3682.0,2012-08-01
Verkehrsunfälle,insgesamt,2012,201209,3962.0,3730.0,14.77,6.22,3701.0,2012-09-01
Verkehrsunfälle,insgesamt,2012,201210,4146.0,3830.0,4.64,8.25,3728.0,2012-10-01
Verkehrsunfälle,insgesamt,2012,201211,3839.0,3567.0,-7.4,7.63,3750.0,2012-11-01
Verkehrsunfälle,insgesamt,2012,201212,3395.0,3506.0,-11.57,-3.17,3741.0,2012-12-01
Verkehrsunfälle,insgesamt,2013,201301,3316.0,3176.0,-2.33,4.41,3753.0,2013-01-01
Verkehrsunfälle,insgesamt,2013,201302,3467.0,3102.0,4.55,11.77,3783.0,2013-02-01
Verkehrsunfälle,insgesamt,2013,201303,3712.0,3739.0,7.07,-0.72,3781.0,2013-03-01
Verkehrsunfälle,insgesamt,2013,201304,4008.0,3667.0,7.97,9.3,3809.0,2013-04-01
Verkehrsunfälle,insgesamt,2013,201305,3703.0,4114.0,-7.61,-9.99,3775.0,2013-05-01
Verkehrsunfälle,insgesamt,2013,201306,4284.0,4018.0,15.69,6.62,3797.0,2013-06-01
Verkehrsunfälle,insgesamt,2013,201307,4641.0,4281.0,8.33,8.41,3827.0,2013-07-01
Verkehrsunfälle,insgesamt,2013,201308,3387.0,3452.0,-27.02,-1.88,3822.0,2013-08-01
Verkehrsunfälle,insgesamt,2013,201309,4130.0,3962.0,21.94,4.24,3836.0,2013-09-01
Verkehrsunfälle,insgesamt,2013,201310,4533.0,4146.0,9.76,9.33,3868.0,2013-10-01
Verkehrsunfälle,insgesamt,2013,201311,4043.0,3839.0,-10.81,5.31,3885.0,2013-11-01
Verkehrsunfälle,insgesamt,2013,201312,3764.0,3395.0,-6.9,10.87,3916.0,2013-12-01
Verkehrsunfälle,insgesamt,2014,201401,3410.0,3316.0,-9.4,2.83,3924.0,2014-01-01
Verkehrsunfälle,insgesamt,2014,201402,3315.0,3467.0,-2.79,-4.38,3911.0,2014-02-01
Verkehrsunfälle,insgesamt,2014,201403,4027.0,3712.0,21.48,8.49,3937.0,2014-03-01
Verkehrsunfälle,insgesamt,2014,201404,3840.0,4008.0,-4.64,-4.19,3923.0,2014-04-01
Verkehrsunfälle,insgesamt,2014,201405,4346.0,3703.0,13.18,17.36,3977.0,2014-05-01
Verkehrsunfälle,insgesamt,2014,201406,3833.0,4284.0,-11.8,-10.53,3939.0,2014-06-01
Verkehrsunfälle,insgesamt,2014,201407,4443.0,4641.0,15.91,-4.27,3923.0,2014-07-01
Verkehrsunfälle,insgesamt,2014,201408,3379.0,3387.0,-23.95,-0.24,3922.0,2014-08-01
Verkehrsunfälle,insgesamt,2014,201409,4137.0,4130.0,22.43,0.17,3923.0,2014-09-01
Verkehrsunfälle,insgesamt,2014,201410,4251.0,4533.0,2.76,-6.22,3899.0,2014-10-01
Verkehrsunfälle,insgesamt,2014,201411,3904.0,4043.0,-8.16,-3.44,3887.0,2014-11-01
Verkehrsunfälle,insgesamt,2014,201412,3919.0,3764.0,0.38,4.12,3900.0,2014-12-01
Verkehrsunfälle,insgesamt,2015,201501,3326.0,3410.0,-15.13,-2.46,3893.0,2015-01-01
Verkehrsunfälle,insgesamt,2015,201502,3090.0,3315.0,-7.1,-6.79,3875.0,2015-02-01
Verkehrsunfälle,insgesamt,2015,201503,3888.0,4027.0,25.83,-3.45,3863.0,2015-03-01
Verkehrsunfälle,insgesamt,2015,201504,4022.0,3840.0,3.45,4.74,3878.0,2015-04-01
Verkehrsunfälle,insgesamt,2015,201505,3915.0,4346.0,-2.66,-9.92,3842.0,2015-05-01
Verkehrsunfälle,insgesamt,2015,201506,3898.0,3833.0,-0.43,1.7,3848.0,2015-06-01
Verkehrsunfälle,insgesamt,2015,201507,4729.0,4443.0,21.32,6.44,3872.0,2015-07-01
Verkehrsunfälle,insgesamt,2015,201508,3431.0,3379.0,-27.45,1.54,3876.0,2015-08-01
Verkehrsunfälle,insgesamt,2015,201509,4015.0,4137.0,17.02,-2.95,3866.0,2015-09-01
Verkehrsunfälle,insgesamt,2015,201510,4467.0,4251.0,11.26,5.08,3884.0,2015-10-01
Verkehrsunfälle,insgesamt,2015,201511,3992.0,3904.0,-10.63,2.25,3891.0,2015-11-01
Verkehrsunfälle,insgesamt,2015,201512,3862.0,3919.0,-3.26,-1.45,3886.0,2015-12-01
Verkehrsunfälle,insgesamt,2016,201601,3297.0,3326.0,-14.63,-0.87,3884.0,2016-01-01
Verkehrsunfälle,insgesamt,2016,201602,3383.0,3090.0,2.61,9.48,3908.0,2016-02-01
Verkehrsunfälle,insgesamt,2016,201603,3653.0,3888.0,7.98,-6.04,3889.0,2016-03-01
Verkehrsunfälle,insgesamt,2016,201604,4209.0,4022.0,15.22,4.65,3904.0,2016-04-01
Verkehrsunfälle,insgesamt,2016,201605,3833.0,3915.0,-8.93,-2.09,3897.0,2016-05-01
Verkehrsunfälle,insgesamt,2016,201606,4260.0,3898.0,11.14,9.29,3928.0,2016-06-01
Verkehrsunfälle,insgesamt,2016,201607,4478.0,4729.0,5.12,-5.31,3907.0,2016-07-01
Verkehrsunfälle,insgesamt,2016,201608,3400.0,3431.0,-24.07,-0.9,3904.0,2016-08-01
Verkehrsunfälle,insgesamt,2016,201609,4289.0,4015.0,26.15,6.82,3927.0,2016-09-01
Verkehrsunfälle,insgesamt,2016,201610,4297.0,4467.0,0.19,-3.81,3913.0,2016-10-01
Verkehrsunfälle,insgesamt,2016,201611,3998.0,3992.0,-6.96,0.15,3913.0,2016-11-01
Verkehrsunfälle,insgesamt,2016,201612,3700.0,3862.0,-7.45,-4.19,3900.0,2016-12-01
Verkehrsunfälle,insgesamt,2017,201701,3320.0,3297.0,-10.27,0.7,3902.0,2017-01-01
Verkehrsunfälle,insgesamt,2017,201702,3223.0,3383.0,-2.92,-4.73,3888.0,2017-02-01
Verkehrsunfälle,insgesamt,2017,201703,4106.0,3653.0,27.4,12.4,3926.0,2017-03-01
Verkehrsunfälle,insgesamt,2017,201704,3533.0,4209.0,-13.96,-16.06,3870.0,2017-04-01
Verkehrsunfälle,insgesamt,2017,201705,4314.0,3833.0,22.11,12.55,3910.0,2017-05-01
Verkehrsunfälle,insgesamt,2017,201706,3818.0,4260.0,-11.5,-10.38,3873.0,2017-06-01
Verkehrsunfälle,insgesamt,2017,201707,4355.0,4478.0,14.06,-2.75,3863.0,2017-07-01
Verkehrsunfälle,insgesamt,2017,201708,3267.0,3400.0,-24.98,-3.91,3852.0,2017-08-01
Verkehrsunfälle,insgesamt,2017,201709,4017.0,4289.0,22.96,-6.34,3829.0,2017-09-01
Verkehrsunfälle,insgesamt,2017,201710,4198.0,4297.0,4.51,-2.3,3821.0,2017-10-01
Verkehrsunfälle,insgesamt,2017,201711,3809.0,3998.0,-9.27,-4.73,3805.0,2017-11-01
Verkehrsunfälle,insgesamt,2017,201712,3494.0,3700.0,-8.27,-5.57,3788.0,2017-12-01
Verkehrsunfälle,insgesamt,2018,201801,3328.0,3320.0,-4.75,0.24,3789.0,2018-01-01
Verkehrsunfälle,insgesamt,2018,201802,3109.0,3223.0,-6.58,-3.54,3779.0,2018-02-01
Verkehrsunfälle,insgesamt,2018,201803,3796.0,4106.0,22.1,-7.55,3753.0,2018-03-01
Verkehrsunfälle,insgesamt,2018,201804,4016.0,3533.0,5.8,13.67,3793.0,2018-04-01
Verkehrsunfälle,insgesamt,2018,201805,3953.0,4314.0,-1.57,-8.37,3763.0,2018-05-01
Verkehrsunfälle,insgesamt,2018,201806,4284.0,3818.0,8.37,12.21,3802.0,2018-06-01
Verkehrsunfälle,insgesamt,2018,201807,4547.0,4355.0,6.14,4.41,3818.0,2018-07-01
Verkehrsunfälle,insgesamt,2018,201808,3206.0,3267.0,-29.49,-1.87,3813.0,2018-08-01
Verkehrsunfälle,insgesamt,2018,201809,4124.0,4017.0,28.63,2.66,3822.0,2018-09-01
Verkehrsunfälle,insgesamt,2018,201810,4468.0,4198.0,8.34,6.43,3845.0,2018-10-01
Verkehrsunfälle,insgesamt,2018,201811,4027.0,3809.0,-9.87,5.72,3863.0,2018-11-01
Verkehrsunfälle,insgesamt,2018,201812,3550.0,3494.0,-11.85,1.6,3867.0,2018-12-01
Verkehrsunfälle,insgesamt,2019,201901,3440.0,3328.0,-3.1,3.37,3877.0,2019-01-01
Verkehrsunfälle,insgesamt,2019,201902,3442.0,3109.0,0.06,10.71,3904.0,2019-02-01
Verkehrsunfälle,insgesamt,2019,201903,3940.0,3796.0,14.47,3.79,3916.0,2019-03-01
Verkehrsunfälle,insgesamt,2019,201904,3781.0,4016.0,-4.04,-5.85,3897.0,2019-04-01
Verkehrsunfälle,insgesamt,2019,201905,4046.0,3953.0,7.01,2.35,3905.0,2019-05-01
Verkehrsunfälle,insgesamt,2019,201906,3727.0,4284.0,-7.88,-13.0,3858.0,2019-06-01
Verkehrsunfälle,insgesamt,2019,201907,4763.0,4547.0,27.8,4.75,3876.0,2019-07-01
Verkehrsunfälle,insgesamt,2019,201908,3214.0,3206.0,-32.52,0.25,3877.0,2019-08-01
Verkehrsunfälle,insgesamt,2019,201909,4042.0,4124.0,25.76,-1.99,3870.0,2019-09-01
Verkehrsunfälle,insgesamt,2019,201910,4348.0,4468.0,7.57,-2.69,3860.0,2019-10-01
Verkehrsunfälle,insgesamt,2019,201911,3805.0,4027.0,-12.49,-5.51,3842.0,2019-11-01
Verkehrsunfälle,insgesamt,2019,201912,3462.0,3550.0,-9.01,-2.48,3834.0,2019-12-01
Verkehrsunfälle,insgesamt,2020,202001,3139.0,3440.0,-9.33,-8.75,3809.0,2020-01-01
Verkehrsunfälle,insgesamt,2020,202002,3271.0,3442.0,4.21,-4.97,3795.0,2020-02-01
Verkehrsunfälle,insgesamt,2020,202003,2825.0,3940.0,-13.63,-28.3,3702.0,2020-03-01
Verkehrsunfälle,insgesamt,2020,202004,2251.0,3781.0,-20.32,-40.47,3574.0,2020-04-01
Verkehrsunfälle,insgesamt,2020,202005,3193.0,4046.0,41.85,-21.08,3503.0,2020-05-01
Verkehrsunfälle,insgesamt,2020,202006,3380.0,3727.0,5.86,-9.31,3474.0,2020-06-01
Verkehrsunfälle,insgesamt,2020,202007,4031.0,4763.0,19.26,-15.37,3413.0,2020-07-01
Verkehrsunfälle,insgesamt,2020,202008,3007.0,3214.0,-25.4,-6.44,3396.0,2020-08-01
Verkehrsunfälle,insgesamt,2020,202009,3659.0,4042.0,21.68,-9.48,3364.0,2020-09-01
Verkehrsunfälle,insgesamt,2020,202010,3867.0,4348.0,5.68,-11.06,3324.0,2020-10-01
Verkehrsunfälle,insgesamt,2020,202011,3150.0,3805.0,-18.54,-17.21,3270.0,2020-11-01
Verkehrsunfälle,insgesamt,2020,202012,2661.0,3462.0,-15.52,-23.14,3203.0,2020-12-01
Verkehrsunfälle,mit Personenschäden,2000,200001,321.0,0.0,0.0,0.0,321.0,2000-01-01
Verkehrsunfälle,mit Personenschäden,2000,200002,329.0,0.0,2.49,0.0,325.0,2000-02-01
Verkehrsunfälle,mit Personenschäden,2000,200003,414.0,0.0,25.84,0.0,355.0,2000-03-01
Verkehrsunfälle,mit Personenschäden,2000,200004,441.0,0.0,6.52,0.0,376.0,2000-04-01
Verkehrsunfälle,mit Personenschäden,2000,200005,568.0,0.0,28.8,0.0,415.0,2000-05-01
Verkehrsunfälle,mit Personenschäden,2000,200006,555.0,0.0,-2.29,0.0,438.0,2000-06-01
Verkehrsunfälle,mit Personenschäden,2000,200007,610.0,0.0,9.91,0.0,463.0,2000-07-01
Verkehrsunfälle,mit Personenschäden,2000,200008,525.0,0.0,-13.93,0.0,470.0,2000-08-01
Verkehrsunfälle,mit Personenschäden,2000,200009,557.0,0.0,6.1,0.0,480.0,2000-09-01
Verkehrsunfälle,mit Personenschäden,2000,200010,493.0,0.0,-11.49,0.0,481.0,2000-10-01
Verkehrsunfälle,mit Personenschäden,2000,200011,461.0,0.0,-6.49,0.0,479.0,2000-11-01
Verkehrsunfälle,mit Personenschäden,2000,200012,403.0,0.0,-12.58,0.0,473.0,2000-12-01
Verkehrsunfälle,mit Personenschäden,2001,200101,354.0,321.0,-12.16,10.28,476.0,2001-01-01
Verkehrsunfälle,mit Personenschäden,2001,200102,343.0,329.0,-3.11,4.26,477.0,2001-02-01
Verkehrsunfälle,mit Personenschäden,2001,200103,426.0,414.0,24.2,2.9,478.0,2001-03-01
Verkehrsunfälle,mit Personenschäden,2001,200104,454.0,441.0,6.57,2.95,479.0,2001-04-01
Verkehrsunfälle,mit Personenschäden,2001,200105,655.0,568.0,44.27,15.32,486.0,2001-05-01
Verkehrsunfälle,mit Personenschäden,2001,200106,560.0,555.0,-14.5,0.9,487.0,2001-06-01
Verkehrsunfälle,mit Personenschäden,2001,200107,755.0,610.0,34.82,23.77,499.0,2001-07-01
Verkehrsunfälle,mit Personenschäden,2001,200108,510.0,525.0,-32.45,-2.86,498.0,2001-08-01
Verkehrsunfälle,mit Personenschäden,2001,200109,497.0,557.0,-2.55,-10.77,493.0,2001-09-01
Verkehrsunfälle,mit Personenschäden,2001,200110,581.0,493.0,16.9,17.85,500.0,2001-10-01
Verkehrsunfälle,mit Personenschäden,2001,200111,436.0,461.0,-24.96,-5.42,498.0,2001-11-01
Verkehrsunfälle,mit Personenschäden,2001,200112,377.0,403.0,-13.53,-6.45,496.0,2001-12-01
Verkehrsunfälle,mit Personenschäden,2002,200201,328.0,354.0,-13.0,-7.34,494.0,2002-01-01
Verkehrsunfälle,mit Personenschäden,2002,200202,316.0,343.0,-3.66,-7.87,491.0,2002-02-01
Verkehrsunfälle,mit Personenschäden,2002,200203,414.0,426.0,31.01,-2.82,490.0,2002-03-01
Verkehrsunfälle,mit Personenschäden,2002,200204,432.0,454.0,4.35,-4.85,488.0,2002-04-01
Verkehrsunfälle,mit Personenschäden,2002,200205,537.0,655.0,24.31,-18.02,479.0,2002-05-01
Verkehrsunfälle,mit Personenschäden,2002,200206,675.0,560.0,25.7,20.54,488.0,2002-06-01
Verkehrsunfälle,mit Personenschäden,2002,200207,711.0,755.0,5.33,-5.83,485.0,2002-07-01
Verkehrsunfälle,mit Personenschäden,2002,200208,479.0,510.0,-32.63,-6.08,482.0,2002-08-01
Verkehrsunfälle,mit Personenschäden,2002,200209,509.0,497.0,6.26,2.41,483.0,2002-09-01
Verkehrsunfälle,mit Personenschäden,2002,200210,467.0,581.0,-8.25,-19.62,473.0,2002-10-01
Verkehrsunfälle,mit Personenschäden,2002,200211,448.0,436.0,-4.07,2.75,474.0,2002-11-01
Verkehrsunfälle,mit Personenschäden,2002,200212,304.0,377.0,-32.14,-19.36,468.0,2002-12-01
Verkehrsunfälle,mit Personenschäden,2003,200301,282.0,328.0,-7.24,-14.02,465.0,2003-01-01
Verkehrsunfälle,mit Personenschäden,2003,200302,232.0,316.0,-17.73,-26.58,458.0,2003-02-01
Verkehrsunfälle,mit Personenschäden,2003,200303,374.0,414.0,61.21,-9.66,454.0,2003-03-01
Verkehrsunfälle,mit Personenschäden,2003,200304,429.0,432.0,14.71,-0.69,454.0,2003-04-01
Verkehrsunfälle,mit Personenschäden,2003,200305,510.0,537.0,18.88,-5.03,452.0,2003-05-01
Verkehrsunfälle,mit Personenschäden,2003,200306,566.0,675.0,10.98,-16.15,443.0,2003-06-01
Verkehrsunfälle,mit Personenschäden,2003,200307,538.0,711.0,-4.95,-24.33,428.0,2003-07-01
Verkehrsunfälle,mit Personenschäden,2003,200308,461.0,479.0,-14.31,-3.76,427.0,2003-08-01
